代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502003.SH,易方达军工,2015-07-15,--,0.991,1.03,0.991,0.999,3174649,3174984,--,--,1.0001,1.9454,0.9999,0.9999,
502003.SH,易方达军工,2015-07-16,0.999,0.999,1.029,0.96,1.026,4094986,4115503,0.027,2.7027,1.005,2.5094,1,1,
502003.SH,易方达军工,2015-07-17,1.026,1.022,1.129,1.022,1.129,5887217,6411133,0.103,10.039,1.089,3.6076,1,1,
502003.SH,易方达军工,2015-07-20,1.129,1.12,1.242,1.113,1.242,11583276,13907902,0.113,10.0089,1.2007,7.0981,1,1,
502003.SH,易方达军工,2015-07-21,1.242,1.118,1.118,1.118,1.118,1499800,1676776,-0.124,-9.9839,1.118,0.9191,0.9995,0.9995,
502003.SH,易方达军工,2015-07-22,1.118,1.006,1.006,1.006,1.006,16864500,16965687,-0.112,-10.0179,1.006,10.3344,1.0035,1.0035,
502003.SH,易方达军工,2015-07-23,1.006,1.002,1.009,1,1.005,142139693,142672761,-0.001,-0.0994,1.0038,87.1019,1.0134,1.0134,
502003.SH,易方达军工,2015-07-24,1.005,1.007,1.039,1,1.009,153228983,155780694,0.004,0.398,1.0167,93.8973,1.0149,1.0149,
502003.SH,易方达军工,2015-07-27,1.009,1.006,1.019,0.99,0.996,148014433,148593763,-0.013,-1.2884,1.0039,90.7018,0.9453,0.9453,
502003.SH,易方达军工,2015-07-28,0.996,0.914,0.999,0.896,0.924,55832670,52140073,-0.072,-7.2289,0.9339,34.2137,0.9335,0.9335,
502003.SH,易方达军工,2015-07-29,0.924,0.95,0.998,0.904,0.99,64651423,60817268,0.066,7.1429,0.9407,39.6178,0.9936,0.9936,
502003.SH,易方达军工,2015-07-30,0.99,1.01,1.038,0.98,0.993,102583416,104456315,0.003,0.303,1.0183,62.8621,0.9981,0.9981,
