代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502005.SH,易方达军工B,2015-07-15,--,1.099,1.099,1.099,1.099,764445,840125,--,--,1.099,3.0484,0.9988,0.9988,
502005.SH,易方达军工B,2015-07-16,1.099,1.177,1.198,1.11,1.195,4873076,5640692,0.096,8.7352,1.1575,24.5827,0.9989,0.9989,
502005.SH,易方达军工B,2015-07-17,1.195,1.2,1.315,1.2,1.315,9038461,11700725,0.12,10.0418,1.2945,43.1591,0.9988,0.9988,
502005.SH,易方达军工B,2015-07-20,1.315,1.375,1.447,1.375,1.447,12709737,18322950,0.132,10.038,1.4416,62.6979,0.9984,0.9984,
502005.SH,易方达军工B,2015-07-21,1.447,1.302,1.302,1.302,1.302,16663600,21696007,-0.145,-10.0207,1.302,15.5582,0.9972,0.9972,
502005.SH,易方达军工B,2015-07-22,1.302,1.172,1.172,1.172,1.172,15434400,18089117,-0.13,-9.9846,1.172,12.0713,1.0051,1.0051,
502005.SH,易方达军工B,2015-07-23,1.172,1.16,1.205,1.154,1.193,141956173,168354967,0.021,1.7918,1.186,76.9542,1.0247,1.0247,
502005.SH,易方达军工B,2015-07-24,1.193,1.186,1.265,1.17,1.199,148794190,180527018,0.006,0.5029,1.2133,72.6273,1.0276,1.0276,
502005.SH,易方达军工B,2015-07-27,1.199,1.17,1.22,1.13,1.136,113115417,133042864,-0.063,-5.2544,1.1762,60.9408,0.888,0.888,
502005.SH,易方达军工B,2015-07-28,1.136,1.022,1.19,1.022,1.023,72365010,75440903,-0.113,-9.9472,1.0425,36.778,0.8643,0.8643,
502005.SH,易方达军工B,2015-07-29,1.023,1.06,1.125,0.961,1.125,86387871,90290195,0.102,9.9707,1.0452,43.8357,0.9843,0.9843,
502005.SH,易方达军工B,2015-07-30,1.125,1.161,1.235,1.12,1.147,113532115,135250583,0.022,1.9556,1.1913,60.852,0.9932,0.9932,
502005.SH,易方达军工B,2015-07-31,1.147,1.125,1.216,1.032,1.04,63136617,69893367,-0.107,-9.3287,1.107,32.3773,0.885,0.885,
502005.SH,易方达军工B,2015-08-03,1.04,0.95,0.984,0.936,0.936,39815380,37901464,-0.104,-10,0.9519,20.0804,0.7498,0.7498,
